Win Prob,Loss Prob,Tie Prob
0.449612,0.478682,0.0775194
0.429254,0.476099,0.0975143
0.438235,0.47451,0.0911765
0.444229,0.458778,0.0979631
0.449079,0.457808,0.0940834
0.439453,0.46875,0.0947266
0.423977,0.487329,0.0935673
0.424419,0.476744,0.101744
0.428433,0.485493,0.0918762
0.404276,0.500486,0.0991254
0.428155,0.469903,0.104854
0.433852,0.467899,0.101167
0.443259,0.478177,0.0814743
0.429672,0.498073,0.0799615
0.449373,0.460945,0.0925747
0.430918,0.470531,0.102415
0.407157,0.511605,0.0870406
0.404878,0.521951,0.075122
0.422562,0.492352,0.0927342
0.438884,0.477382,0.0885467
0.421463,0.48878,0.0926829
0.449559,0.469148,0.0852106
0.408085,0.499519,0.0952839
0.4294,0.471954,0.10058
0.430097,0.46699,0.105825
0.429126,0.481553,0.0902913
0.413527,0.496618,0.0956522
0.443369,0.452081,0.106486
0.43259,0.487876,0.085354
0.420444,0.499518,0.0925747
0.441973,0.473888,0.0870406
0.411025,0.495164,0.0967118
0.428988,0.487354,0.0875486
0.431487,0.487852,0.0855199
0.425409,0.480269,0.0972089
0.413086,0.492188,0.0976562
0.423712,0.482021,0.0971817
0.432195,0.478049,0.0917073
0.42968,0.482056,0.0911736
0.444871,0.469799,0.0901246
0.428295,0.497093,0.0784884
0.458008,0.456055,0.0888672
0.430502,0.483591,0.0936293
0.489736,0.43304,0.0821114
0.433723,0.476608,0.0935673
0.431507,0.478474,0.0949119
0.426499,0.485493,0.0938104
0.413592,0.491262,0.1
0.417551,0.486017,0.0983607
0.44477,0.478983,0.0801564
0.445748,0.471163,0.086999
0.433269,0.495164,0.0793037
0.435624,0.478219,0.0909971
0.436346,0.472303,0.0942663
0.433464,0.482387,0.0861057
0.47093,0.428295,0.103682
0.415698,0.496124,0.0930233
0.415039,0.493164,0.0947266
0.451456,0.475728,0.076699
0.422179,0.496109,0.0865759
0.415534,0.506796,0.0796117
0.457971,0.458937,0.0898551
0.417551,0.506268,0.0800386
0.407625,0.489736,0.104594
0.426214,0.472816,0.105825
0.434866,0.491379,0.0795019
0.420797,0.478134,0.102041
0.420039,0.489403,0.0973025
0.434146,0.48,0.0897561
0.444123,0.461464,0.100193
0.439571,0.488304,0.0779727
0.435328,0.468147,0.0974903
0.430097,0.476699,0.0970874
0.414894,0.504836,0.0831721
0.438477,0.479492,0.0859375
0.411822,0.485465,0.10562
0.438169,0.479065,0.0847128
0.414327,0.488867,0.106486
0.449904,0.461464,0.0924855
0.442512,0.464734,0.0985507
0.417722,0.476144,0.111003
0.418984,0.483221,0.0997124
0.457854,0.452107,0.0929119
0.404647,0.499516,0.102614
0.408341,0.513094,0.0872939
0.452174,0.467633,0.0811594
0.427459,0.480039,0.0963973
0.460488,0.453659,0.0897561
0.416748,0.494645,0.090555
0.434402,0.47619,0.0932945
0.409533,0.502918,0.0914397
0.435167,0.469548,0.0972495
0.448473,0.473282,0.0858779
0.434868,0.476004,0.0920666
0.424214,0.487131,0.0934223
0.451644,0.457447,0.0947776
0.443689,0.46699,0.0961165
0.440233,0.47619,0.0894072
0.441724,0.464251,0.0999021
0.418537,0.498537,0.0878049
0.4,0.511765,0.0921569
0.423265,0.495601,0.0879765
0.453831,0.47446,0.0746562
0.420039,0.496146,0.088632
0.452611,0.472921,0.0793037
0.447498,0.461237,0.0932287
0.441433,0.476283,0.0880929
0.429816,0.476283,0.0968054
0.450389,0.45428,0.100195
0.460945,0.477338,0.0684667
0.427317,0.486829,0.0907317
0.431467,0.491313,0.0878378
0.430502,0.477799,0.0955598
0.398453,0.515474,0.0909091
0.460117,0.462062,0.0856031
0.427474,0.510086,0.0720461
0.441433,0.481123,0.0822846
0.419103,0.503899,0.0779727
0.386473,0.515942,0.100483
0.423002,0.487329,0.0945419
0.432617,0.473633,0.0966797
0.443798,0.454457,0.103682
0.43285,0.48599,0.0859903
0.421359,0.484466,0.0961165
0.402927,0.513171,0.0926829
0.4294,0.494197,0.0802708
0.434402,0.474247,0.0962099
0.423712,0.485909,0.0923226
0.459144,0.446498,0.098249
0.404854,0.504854,0.0912621
0.434442,0.488258,0.0802348
0.430097,0.480583,0.0941748
0.415861,0.490329,0.0957447
0.449515,0.46699,0.0854369
0.444337,0.46757,0.0958374
0.413462,0.488462,0.103846
0.429961,0.474708,0.0972763
0.426357,0.483527,0.0910853
0.438477,0.483398,0.0791016
0.42131,0.493646,0.0889541
0.431752,0.477251,0.0939013
0.420849,0.489382,0.0916988
0.472517,0.451302,0.0810029
0.420543,0.5,0.0862403
0.434185,0.472495,0.0962672
0.42278,0.496139,0.0878378
0.422439,0.484878,0.0965854
0.430097,0.486408,0.0873786
0.413592,0.48932,0.1
0.437561,0.47241,0.0968054
0.444336,0.467773,0.0908203
0.418199,0.488867,0.0968054
0.415622,0.495661,0.0916104
0.43756,0.482364,0.0829361
0.422222,0.488889,0.0937198
0.433431,0.484937,0.0855199
0.429406,0.495618,0.0817916
